A00-1001	187
C08-1144	9394;8536;6051;6537
C08-1145	11337;1978
C08-2001	65
C08-2002	306;538;5276
C08-2003	317;9520;7253
C08-2004	9504;1023;4639
C08-2005	9565;13400;14824
C08-2006	9582;13265;11100
C08-2007	9647;10412;10753;10903;607
C08-2008	13196;2786;6156
C08-2009	2068;10808
C08-2010	10007;10542
C08-2011	10022;5561;8313
C08-2012	3736;6628
C08-2013	4543;14662
C08-2014	10294;4697
C08-2015	5539;3989
C08-2016	5561;8313
C08-2017	10527;9438;13349;6411
C08-2018	10607;4320
C08-2019	6245;4639
C08-2020	14088;1456;10284;9928
C08-2021	10696;10608;14069;10069
C08-2022	10727;10782;10471;5865;4604;3812
C08-2023	6546;1904
C08-2024	15180;10544
C08-2025	14244
C08-2026	14244
C08-2027	10907;320
C08-2028	14350;254
C08-2029	10989;10279;8224
C08-2030	11088;10256;8364;5281;3615
C08-2031	11096;7692;3615
C08-2032	11116;6109;8313
C08-2033	11184;6250
C08-2034	8966;9091;4658
C08-2035	11283;6605
C08-3001	9480;6490;6565;7779;8042;11297
C08-3002	9922;15250
C08-3003	2948;4591;10418;6391;13333;10730
C08-3004	10159;15250
C08-3005	4683;4909;10021
C08-3006	6319;6111;12439;7894;10453;7481;5790
C08-3007	10857;11153;14235
C08-3008	7062;15144;10993;10665;2303;4332;5854
C08-3009	10875;15250;10179
C08-3010	7370
C08-3011	11146
C08-3012	8549;15180
C08-4001	2983;575
C08-4002	2983;575
C08-5001	3464
C10-1001	11349;306
C10-1002	12932;8885
C10-1003	12958;5831;8313
C10-1004	405;5490;15336
C10-1005	12990;6976;67;13709
C10-1006	13006;13162;14204
C10-1007	568;1281
C10-1008	13022;9411
C10-1009	9565;13400;14824
C10-1010	13034;14283
C10-1011	711
C10-1012	711;8713;13941;13073
C10-1013	13060;5922;3898
C10-1014	13067;9377;4763
C10-1015	12544;13544
C10-1016	13088;4780;12090;14633
C10-1017	13085;7833
C10-1018	1158;6980
C10-1019	1213;4903
C10-1020	13124;14604
C10-1021	1265;13741;10354;3454
C10-1022	9660;7857;8024
C10-1023	13137;14920
C10-1024	13152;13988
C10-1025	1458;13909;13918;1915;3995;11521;3996;8003;1874
C10-1026	1552;9308
C10-1027	13178;13910;14662
C10-1028	1694;6724
C10-1029	1824;5710
C10-1030	1869
C10-1031	13242;10355
C10-1032	1979;5392;6719;13380;13323
C10-1033	11580;8751
C10-1034	13255;10140;14163;9357;14331
C10-1035	9800;14422;9357
C10-1036	9800;4766;9276;9357
C10-1037	2329
C10-1038	2504;5767
C10-1039	13364;11301;13481
C10-1040	9898;13456;8602
C10-1041	2585;13769;5487;6664;11036
C10-1042	2606;14117
C10-1043	2675
C10-1044	13379;8977;4738
C10-1045	13433;5147
C10-1046	13437;13171;13233;13970;11445
C10-1047	13448;10784
C10-1048	9994;14448;13010
C10-1049	10017;2439
C10-1050	13497;8315;7874;2009;9055
C10-1051	13499;14704;9398;14553
C10-1052	13508;3312
C10-1053	3349;13027
C10-1054	10068;4744;9357;6862
C10-1055	11755;14481;8084;11668
C10-1056	3458;8985
C10-1057	3683;6250
C10-1058	3683;6369
C10-1059	3771;5674
C10-1060	3779;13225
C10-1061	3871;5088
C10-1062	3963;5007;6316;2445;2378;5630;6990;14585
C10-1063	11823;14365;13693;607
C10-1064	4121;3728;4629;4617
C10-1065	4126;389;3892
C10-1066	13642;426;6556
C10-1067	13661;14036;14669
C10-1068	10246;12482;12145;14708
C10-1069	4414;1222;2411;14401
C10-1070	13719;4543
C10-1071	4657;9321;13837
C10-1072	10354;13741;1265;3454;12482
C10-1073	10332;2637
C10-1074	10336;13479;3465;9377;12423;14682;9197
C10-1075	4766;14694;9276;9357
C10-1076	11907;12482;12869;14708
C10-1077	10330;2909
C10-1078	10351;12906;11031;4310
C10-1079	4907;13762;13478;9357;10140;9002;3453
C10-1080	4911;4900
C10-1081	4883;2722
C10-1082	13813;7166;5838
C10-1083	13827;9799;14552;11301
C10-1084	13839;3892
C10-1085	5211;4350
C10-1086	11992;3294;5523;1924
C10-1087	5532;11412;1633;7504
C10-1088	12015;10762;3103;8313
C10-1089	12015;14242;5561;8313
C10-1090	12036;13394;7731
C10-1091	14011;10748;3629
C10-1092	14023;8602;7626
C10-1093	14028;6016
C10-1094	5970;10822;5364;13350
C10-1095	6077;12438;8252;9766
C10-1096	6109;8313
C10-1097	14066;7076;10533
C10-1098	14067;1384;12944
C10-1099	14100;6980
C10-1100	10727;568;4831;1379
C10-1101	10763;6676;12911
C10-1102	10767;9298;11762;8955
C10-1103	14165;3563;8781
C10-1104	12148;12170
C10-1105	12156;5900
C10-1106	10798;14522;4221;1296
C10-1107	6773;10861;6229
C10-1108	10849;2439
C10-1109	14260;9422
C10-1110	14306;13405
C10-1111	14315;11912
C10-1112	12245;12469;14659;12400
C10-1113	12247;11031;4310
C10-1114	14332;11927;7904
C10-1115	14380;14383;13328
C10-1116	14380;5608
C10-1117	7838;13058;14404;14305;8084;8754
C10-1118	12297;9297;8024
C10-1119	11031;6519;4310;13934
C10-1120	14244;14208
C10-1121	12338;14520;13993
C10-1122	14490;1610
C10-1123	14493;4911;3545;4900;4845
C10-1124	11125;6537;6543;13257
C10-1125	11162;13184
C10-1126	14534;14006;7686;13145;3879
C10-1127	14545;14150;14392
C10-1128	8655
C10-1129	14568;5384
C10-1130	14556;1366
C10-1131	8679;5147
C10-1132	14557;9398;7858
C10-1133	14565;3329
C10-1134	8967;14587
C10-1135	12425;4911;3545;4900;4845
C10-1136	14619;11998;8667
C10-1137	9087;1760;8863;14039
C10-1138	9096;4165
C10-1139	14645;13795
C10-1140	9178;4183
C10-1141	9204;14324;13713;9133;8947
C10-1142	9246;11858;9838;5130
C10-1143	14672;10355;9006;13583
C10-1144	12475;5296;8313
C10-1145	9302;7857;8024;14566
C10-1146	9288;14920
C10-1147	9329;5896
C10-1148	9332;8665;4903
C10-1149	9332;8665;11883;4903
C10-1150	9360;14024;14230;14521;13359
C10-1151	9371;9370;12424
C10-1152	14711;575;2983
C10-1153	14712;9398
C10-1154	11337;3779;1651
C10-1155	12907;8529;6059
C10-2001	14751;14156
C10-2002	67;287;6174
C10-2003	366;13234;11484;12479;13127
C10-2004	12984;11436;13967;13897
C10-2005	11394;2283
C10-2006	11403;2606
C10-2007	575
C10-2008	653;14145
C10-2009	9568;13094;15109
C10-2010	13054;2448
C10-2011	11446;14565;3329
C10-2012	9616;5075
C10-2013	11461;5970;1824;13505
C10-2014	1153;1287;14850
C10-2015	1260;15017;8323;8252
C10-2016	13140;8977;2585
C10-2017	9675;14159;4697
C10-2018	12562;14730
C10-2019	1350;13121;5702
C10-2020	1402;3127
C10-2021	1424;9347
C10-2022	13168;2248;7867
C10-2023	13178;14662
C10-2024	13183;13106
C10-2025	13187;9276;4766;9357;9334
C10-2026	1644;13711;8289;3438
C10-2027	9737;404
C10-2028	1694;8320;6724
C10-2029	9782;4550
C10-2030	1915;9006
C10-2031	13269;10481;11247
C10-2032	11614;3703;3487;13270
C10-2033	11615;10487;4911;4900
C10-2034	13310;13532;14636;9110;14708
C10-2035	2481;3594;5303
C10-2036	2483;12390
C10-2037	2581;877;1020
C10-2038	13365;12954;13590
C10-2039	2606;13422;14117
C10-2040	13446;12987;11823;607
C10-2041	13490
C10-2042	11722;5900
C10-2043	11726;5037;8751;12888
C10-2044	10049;5439;9197
C10-2045	13506;15391;12934
C10-2046	3294;5523;14029;1924;11992;7982;4078
C10-2047	3316;12967;5289;4078
C10-2048	13524;12974;12915;13079
C10-2049	13526;3892
C10-2050	13532;13087;13539;9110;14708
C10-2051	3393;13698;1610
C10-2052	11746;8269;14986
C10-2053	3465;11936
C10-2054	3455;14688;4762;14656
C10-2055	11778;5130
C10-2056	13564
C10-2057	13577;7486
C10-2058	3734
C10-2059	10141;15044;4911;4900
C10-2060	11791;3465;9377
C10-2061	3988;3600;4454
C10-2062	13645;5630
C10-2063	13647;11891
C10-2064	4177;13634;13851;6898;14388;7835
C10-2065	13657;8409;9005
C10-2066	4277;11813;5796;2525;6062;6116
C10-2067	4369;14280
C10-2068	13696;11139
C10-2069	13721;14012;3933;389
C10-2070	10301;12003;1954;10910;3214;14283
C10-2071	13738;11895;10068;3545;4120;6862
C10-2072	13735;14098;3734;14161;11759
C10-2073	11893;9484;9297;4748
C10-2074	11899;5490;3158
C10-2075	10371;14578;4060;2083
C10-2076	13765;4977;9334;13803;13758
C10-2077	13764;13796;13766
C10-2078	11908;7719
C10-2079	13771;10606;9308;14549;9072;8805
C10-2080	13755;9098;6641;4771;9334
C10-2081	11910;7904;14629
C10-2082	13797;14691;14038;13587;14606;13500
C10-2083	4907;13762;13478;9357;10140;14490;9002
C10-2084	10361;4744;9357
C10-2085	4879;11879;11510;13736
C10-2086	13806;4771;9334;9297;13803
C10-2087	10355;12145;12869;12482
C10-2088	13819;9290;9377
C10-2089	13843;13953;14716
C10-2090	13857;8655
C10-2091	5113;716;607
C10-2092	13879;12985;11891
C10-2093	11975
C10-2094	13900;137;15152;14958;14210;1383
C10-2095	5251;14203;9347
C10-2096	10487;3464;4900
C10-2097	13965;13296
C10-2098	13980;8699;8313;202
C10-2099	12036;7731
C10-2100	5727;14192
C10-2101	10557;4454
C10-2102	5736
C10-2103	5768;14001
C10-2104	12063;5674;6832
C10-2105	14029;3143;5289;4078
C10-2106	12090;4780;4977;14680
C10-2107	6229;7719
C10-2108	14082;3434
C10-2109	12107;5384
C10-2110	15152
C10-2111	14103
C10-2112	12114;9297;13801;4748
C10-2113	14107;14986
C10-2114	6547
C10-2115	14142;14392;12990;6976
C10-2116	6573;14459
C10-2117	12131;6707;14891
C10-2118	6584;3812;8756
C10-2119	12159;8816
C10-2120	6709;8584;716
C10-2121	6719;5392;1979
C10-2122	7083;11100;15383;7139;14523
C10-2123	14258;539
C10-2124	14264;1068
C10-2125	12209;15153;8344
C10-2126	7215;15133;13936;15328
C10-2127	10910;10301;12003;14283
C10-2128	7331
C10-2129	14296;711;12907;4411
C10-2130	14321;11910;8657
C10-2131	14323;13996;14000;13951;13562;5655
C10-2132	14340;13820
C10-2133	14369;13451;11301;3349
C10-2134	14374;9314;4903;4771
C10-2135	7725
C10-2136	14410;4911;10487;14687;15044;4900
C10-2137	12296;2909
C10-2138	11033;4771;9098;6641;9334
C10-2139	11034
C10-2140	14240;14238;13011
C10-2141	14442;14053;3629
C10-2142	11064;9668;14166;12878
C10-2143	8228;3028
C10-2144	14492;8885
C10-2145	8327;13600;6980;3349
C10-2146	14501;6778;6724
C10-2147	14534;13145;3879
C10-2148	14576;9398
C10-2149	8663;1366;14017;8706
C10-2150	8754;13311
C10-2151	12398;6363;8298;11935;14570;11585
C10-2152	12413;8025;13143;13253
C10-2153	12421;9398
C10-2154	12424;9370;9281;9371
C10-2155	9005;8409;13688;4751
C10-2156	9021;14705
C10-2157	14628;3539
C10-2158	14641;9021
C10-2159	12875;9219
C10-2160	9208;4510
C10-2161	9208;4510
C10-2162	9203;5561;14569;5296;8313
C10-2163	14667;964;4411;6925
C10-2164	11315;12392;13110;14413;13594;12434;13300
C10-2165	9297;1995;12114;4748
C10-2166	9308;4308
C10-2167	9294;10355;13780;15138
C10-2168	9315;12923;1404;14516;1610;10822
C10-2169	9295
C10-2170	14680;4780;4977
C10-2171	14692;13595;14660
C10-2172	14706;14625;5968;13716;7857;8024
C10-2173	14702;13130;11251
C10-2174	12481;13724;13945;12380
C10-2175	14707;9098;11194;4771;9334
C10-2176	9371;9370
C10-2177	9375;1281;6368
C10-2178	9411;13683;9125
C10-3001	13480;13624;14375;12928;13533
C10-3002	14611;3434
C10-3003	13843;13953;14737
C10-3004	1213;11915;4903
C10-3005	13293;2977;11418;13873
C10-3006	14594;8584;13983;14599;14338;13817
C10-3007	8192
C10-3008	13596;14609
C10-3009	13029;711;11706;6016
C10-3010	389;14135;13163
C10-3011	5517
C10-3012	13131;13787;3469;13156;1247
C10-3013	11405;12004
C10-3014	1949;13246;13485
C10-3015	6709;8584;716
C10-4001	9332;8665
C10-5001	5674
C65-1001	28
C65-1002	217
C65-1003	1508
C65-1005	1601
C65-1006	6362;1650
C65-1009	2623
C65-1010	3119
C65-1014	4204
C65-1015	4206
C65-1016	4407
C65-1017	4437
C65-1018	5135;4386
C65-1019	5467
C65-1020	6893
C65-1021	7101
C65-1022	7106;5765
C65-1024	7401
C65-1025	7591
C65-1026	7964;9249
C65-1027	8258
C65-1028	8488
C65-1029	14518
C65-1030	8512;8525;8559
C65-1031	4807;4932;6052
C67-1001	1548
C67-1002	5360;6600;7953;9123
C67-1003	2142
C67-1004	2623
C67-1005	2946
C67-1006	3119
C67-1007	3338;3812
C67-1008	3936
C67-1009	3997
C67-1010	4567
C67-1011	5258
C67-1012	5471
C67-1013	15203
C67-1014	6847;3307
C67-1015	6893
C67-1016	7118;7081
C67-1017	7134
C67-1018	7470
C67-1019	8525;8559;8512
C67-1020	9123
C67-1021	9241
C67-1022	351
C67-1023	752
C67-1024	747;8587
C67-1025	2059
C67-1026	7327
C67-1027	3398
C67-1028	3790;5422
C67-1029	4204
C67-1030	5213;5686
C67-1031	6124;6815;9382
C67-1032	6208
C67-1033	28
C67-1034	2466
C67-1035	2938
C67-1036	856
C67-1037	5177
C69-0101	5422;2749
C69-0201	7229;8126
C69-0301	556
C69-0401	7120
C69-0501	2024;6919
C69-0601	825
C69-0701	7953
C69-0801	8850
C69-0901	7627
C69-1001	2495;3847
C69-1101	6589;6192
C69-1201	2572
C69-1301	7859;3119
C69-1401	2470
C69-1501	4710
C69-1601	7591;8470
C69-1701	8512;8525;5849;788
C69-1801	640
C69-1901	8925
C69-2001	5467
C69-2101	4204;4447;5420
C69-2201	8607
C69-2301	8970
C69-2401	4492
C69-2501	6487
C69-2601	905
C69-2701	6988
C69-2801	529
C69-2901	7322
C69-3001	916
C69-3101	468
C69-3201	8935
C69-3301	3570
C69-3401	4936;8178
C69-3501	1960;8178
C69-3601	3816
C69-3701	8931
C69-3801	1962
C69-3901	8541
C69-4001	5691
C69-4101	5620
C69-4201	9099;9079
C69-4301	6658
C69-4401	7824
C69-4501	6410
C69-4601	752
C69-4701	3812
C69-4801	5177
C69-4901	14267
C69-5001	6420
C69-5101	9099
C69-5201	2432;7936;7011
C69-5301	2477;6833
C69-5401	642
C69-5501	2007;2828;3123;6216
C69-5601	59
C69-5701	4488
C69-5801	2059;2156
C69-5901	9396
C69-6001	8504
C69-6101	14518
C69-6201	2036
C69-6202	7659
C69-6203	7134
C69-6204	2214
C69-6205	292
C69-6206	1685
C69-6207	13468
C69-6208	4990
C69-6209	1738;765
C69-6210	5270
C69-6211	3366;3123
C69-6212	5578
C69-6213	1843
C69-6214	4059;2763
C69-6215	3275
C69-6301	8640
C69-6401	4069
C69-6501	2069;6984;4205;8762;9386
C69-6601	3873
C69-6701	3398
C69-6801	3936
C69-6901	3949
C69-6902	3944
C69-6903	7319
C69-6904	8695
C69-7001	3944
C69-7101	8695
C69-7401	5529
C69-7501	7401;13468
C69-7601	10188
C69-7602	5529
C69-7604	6678
C73-1001	740;1344
C73-1002	827
C73-1003	1837
C73-1004	6207
C73-1005	6327
C73-1006	7203;7644
C73-1007	8675
C73-1008	468
C73-1009	715;2007;521
C73-1010	6859;5052
C73-1011	224
C73-1012	995;9244
C73-1013	2480;228;8115
C73-1014	2807
C73-1015	4800
C73-1016	8446
C73-1017	7890
C73-1018	8273
C73-1019	9390
C73-1020	2307
C73-1021	3283
C73-1022	5275
C73-1023	6215
C73-1024	6260
C73-1025	6564
C73-1026	6612
C73-1027	7627;5316
C73-1028	7746
C73-1029	8875
C73-1030	8925
C73-2001	260;3272
C73-2002	505
C73-2003	531;6526
C73-2004	605
C73-2005	991;6341;9244
C73-2006	1089;5647;1745
C73-2007	2039;4056
C73-2008	4227
C73-2009	5119
C73-2010	5427
C73-2011	5609;4174
C73-2012	6482;6222
C73-2013	217;2382
C73-2014	217;2382;6706
C73-2015	620
C73-2016	1794;2809;5595;5172
C73-2017	1080;8510
C73-2018	1541
C73-2019	3997
C73-2020	4434
C73-2021	4570;5016
C73-2022	4710
C73-2023	5067;7705
C73-2024	5441;5666
C73-2025	5849
C73-2026	6196
C73-2027	6216
C73-2028	6506
C73-2029	6659;2950
C73-2030	7118
C73-2031	7541
C73-2032	8762
C80-1001	7520;5820;9169
C80-1002	641;2863;4680;6830
C80-1003	3332;9169
C80-1004	7195
C80-1005	7936
C80-1006	4400
C80-1007	7118
C80-1008	7668;8792
C80-1009	6628
C80-1010	6601
C80-1011	13468;7401
C80-1012	6852
C80-1013	5951;1958
C80-1014	8365;8133
C80-1015	4461
C80-1016	5602
C80-1017	6697
C80-1018	6925
C80-1019	6101
C80-1020	5568;9048
C80-1021	8628
C80-1022	6063;5948;8033
C80-1023	1980;7448;414
C80-1024	2410
C80-1025	7412
C80-1026	4545
C80-1027	8175
C80-1028	9383
C80-1029	4185
C80-1030	4527
C80-1031	218;2690;5863
C80-1032	9157;2149
C80-1033	585
C80-1034	3366
C80-1035	4069
C80-1036	3314;6139;11263
C80-1037	3314;6139;11263
C80-1038	3985;184;7103
C80-1039	16;8375;3293;8312
C80-1040	7485
C80-1041	1143
C80-1042	4149
C80-1043	2906
C80-1044	7386
C80-1045	5099;4188
C80-1046	1845
C80-1047	8036
C80-1048	8376;7878;3149;2535
C80-1049	7885
C80-1050	5795;8309;8322
C80-1051	620;4581;11048
C80-1052	5515
C80-1053	6502
C80-1054	5463
C80-1055	4574;6916
C80-1056	7585
C80-1057	5485;5705;5980
C80-1058	8031
C80-1059	9066
C80-1060	1883
C80-1061	8675
C80-1062	6357
C80-1063	5765;8313;5541;3315;4433
C80-1064	5425;7625;6414
C80-1065	716;1203;2429
C80-1066	716;5849
C80-1067	5949;7984;4455
C80-1068	8362;7888
C80-1069	849
C80-1070	7499;2509;5305;5306
C80-1071	7465;7367;4500
C80-1072	6441;3244
C80-1073	5461
C80-1074	2132;8016
C80-1075	2909
C80-1076	3087
C80-1077	2868;8525
C80-1078	4158;5291;4142
C80-1079	369;6766
C80-1080	8895
C80-1081	5765;8313;8372;8007
C80-1082	94;3163
C80-1083	2945
C80-1084	9386
C80-1085	4434
C80-1086	5825
C80-1087	2348
C80-1088	7347
C80-1089	879
C80-1090	6577;490;6717;4553
C80-1091	8336
C80-1092	6069
C82-1001	16;8312
C82-1002	54;693;1856
C82-1003	509
C82-1004	716;2950;6659
C82-1005	719;7838
C82-1006	744;2254
C82-1007	805
C82-1008	843
C82-1009	1351
C82-1010	1430
C82-1011	1571
C82-1012	1883
C82-1013	2524;2945;8069
C82-1014	2909;3324;2469
C82-1015	2924;3003;3250;3346;5222;5634;6893;6964
C82-1016	3006
C82-1017	13468;8617
C82-1018	3063
C82-1019	7086
C82-1020	3346;8640;198
C82-1021	3358
C82-1022	3624
C82-1023	3812
C82-1024	4025;3356
C82-1025	4169
C82-1026	4225
C82-1027	4400
C82-1028	4527
C82-1029	4693
C82-1030	5116
C82-1031	5144
C82-1032	5208;7081
C82-1033	5331;2267
C82-1034	5425
C82-1035	5432;5183
C82-1036	5485;5980
C82-1037	5568;4286
C82-1038	5731
C82-1039	5765;8313;9026;3864
C82-1040	5765;5787
C82-1041	5878
C82-1042	5938;5866
C82-1043	5949;7984
C82-1044	5951;1958
C82-1045	5965;6103;9059;3619
C82-1046	6177;8200
C82-1047	6244
C82-1048	6260
C82-1049	6441;3244
C82-1050	6505
C82-1051	6852
C82-1052	6916;4574
C82-1053	6925
C82-1054	6971
C82-1055	7111;6106
C82-1056	7125;5085
C82-1057	7210;2517;7882;8382
C82-1058	7401
C82-1059	7777;8282
C82-1060	7877
C82-1061	8125
C82-1062	8313
C82-1063	8380;5846;4352
C82-1064	8539
C82-1065	8640
C82-1066	8756;3812
C82-1067	9169;8321;3332
C82-1068	9230
C82-2002	217;1839;2382
C82-2003	223
C82-2004	254;3306;3642;7087;7098;7987
C82-2005	468
C82-2006	551
C82-2007	583
C82-2008	620;11048
C82-2009	637;7541
C82-2010	738
C82-2011	751
C82-2012	841
C82-2013	991
C82-2014	1082;6275;7800
C82-2015	1359
C82-2016	1382
C82-2017	1482
C82-2018	1795;2536;7828
C82-2019	1983;2166
C82-2020	2141
C82-2021	8453
C82-2022	2307;6612
C82-2023	2393;7627
C82-2024	2561
C82-2025	2765
C82-2026	2984;6757
C82-2027	3168
C82-2028	3277;4464;4532
C82-2029	3324
C82-2030	3366
C82-2031	3716
C82-2032	3763;13467
C82-2033	3763;3177
C82-2034	3837
C82-2035	3915
C82-2036	4062
C82-2037	4239;5442;7754
C82-2038	4249
C82-2039	4439
C82-2040	4670;7525
C82-2041	4675;7777;8282
C82-2042	4685
C82-2043	4696
C82-2044	10328
C82-2045	4973;5947
C82-2046	5067
C82-2048	5268
C82-2049	5814;7844;8638
C82-2051	6101;5556
C82-2052	6147
C82-2053	6305
C82-2054	6331;232
C82-2055	6361;6387
C82-2056	6375
C82-2057	6492
C82-2058	6520;6521
C82-2059	6643
C82-2060	6786
C82-2061	7121
C82-2062	7386
C82-2063	7412
C82-2064	7499;4399;3183
C82-2065	7596
C82-2066	7664;3783
C82-2067	7843;6522;7744;2221;9228
C82-2068	7061;7940;7939
C82-2069	7973
C82-2070	8108;7037
C82-2071	5534
C82-2072	8847
C82-2073	9405
C82-2074	9414
C86-1001	2922
C86-1002	9261
C86-1003	7111;3623;7199
C86-1004	7041;7705
C86-1005	7346
C86-1006	1016
C86-1007	8623
C86-1008	2307;6785
C86-1009	5276;7055
C86-1010	4080
C86-1011	6387;3579
C86-1012	2205
C86-1013	3006
C86-1014	1851
C86-1015	4269
C86-1016	3944
C86-1017	9075
C86-1018	3151
C86-1019	97
C86-1020	1936;7419
C86-1021	12741;8313
C86-1022	5425
C86-1023	5965
C86-1024	4403;5992
C86-1025	3614;5055
C86-1026	7664
C86-1027	7428
C86-1028	7758;5992
C86-1029	5787;8313;5765
C86-1030	9220
C86-1031	3473;2990
C86-1032	2101;5276
C86-1033	7132
C86-1034	3915;5131
C86-1035	3915;6869;7042
C86-1036	8628
C86-1037	1020
C86-1038	3250
C86-1039	8107
C86-1040	4483
C86-1041	97;3992
C86-1042	830;7612
C86-1043	8328;5947;6725
C86-1044	13468;7401
C86-1045	8409
C86-1046	3235
C86-1047	2470;1643;8693
C86-1048	8573;15329;3812
C86-1049	1382;3936
C86-1050	7463
C86-1051	1639;5366
C86-1052	8031
C86-1053	9153;3087
C86-1054	6394
C86-1055	1892
C86-1056	2781;5447
C86-1057	5949;7984;8050;4460
C86-1058	3615;3628
C86-1059	9266;2035
C86-1060	7499;3065
C86-1061	2524;2945;8069
C86-1062	5717
C86-1063	6567;4283
C86-1064	8547;6209;12773
C86-1065	485
C86-1066	7034;6628;6875;654
C86-1067	14;6143;9223;7994
C86-1068	10003
C86-1069	8934
C86-1070	3716
C86-1071	282;4361;6968;1834;8500
C86-1072	7781
C86-1073	7266
C86-1074	250
C86-1075	7244
C86-1076	1372;4436
C86-1077	8822;8926;1160;3373;3412
C86-1078	6984
C86-1079	5947;6725
C86-1080	2253
C86-1081	12595;4704;6517;8250;8395
C86-1082	3312
C86-1083	4439
C86-1084	6925
C86-1085	4237;153;6757;6796;7260;3109;8628
C86-1086	7838
C86-1087	14146
C86-1088	6478
C86-1089	3402;8218;9119
C86-1090	7120
C86-1091	8282;895
C86-1092	12520;3212
C86-1093	9239
C86-1094	3170;2657
C86-1095	2947
C86-1096	1206
C86-1097	7991;2500;7928
C86-1098	89
C86-1099	856
C86-1100	716;5849
C86-1101	907
C86-1102	6258;7068;8890
C86-1103	430;4666;9393
C86-1104	5881
C86-1105	8321;3332;9169
C86-1106	8037;9169
C86-1107	3631;90
C86-1108	397
C86-1109	3708;4672;8426
C86-1110	4986;8155
C86-1111	5745
C86-1112	6612;2307
C86-1113	7598
C86-1114	674;3170
C86-1115	8768
C86-1116	674;3522
C86-1117	5875
C86-1118	3028;6787
C86-1119	2015;4995
C86-1120	7883
C86-1121	2037
C86-1122	4292
C86-1123	3030
C86-1124	889;3774;2060
C86-1125	6014
C86-1126	4520;14232;7563
C86-1127	8624;306
C86-1128	4416
C86-1129	2080;1956
C86-1130	3674
C86-1131	3087;4705;9153
C86-1132	4185;6524;2789
C86-1133	9392;7054;181
C86-1134	6007
C86-1135	4262;7121
C86-1136	1760;4968
C86-1137	6875
C86-1138	3186;3171;1020;8232
C86-1139	5924
C86-1140	843;2076
C86-1141	1674;4551;2125
C86-1142	5934;8414;4236
C86-1143	8841
C86-1144	562;4540;8465
C86-1145	1922
C86-1146	3007
C86-1147	5992;5777;3959;7475
C86-1148	5947;6725;8328
C86-1149	8232;1020
C86-1150	8242
C86-1151	4987;2294
C86-1152	8325
C86-1153	5949;2506;7984
C86-1154	15185
C86-1155	8313
C86-1156	3779;4200
C88-1001	15
C88-1002	18
C88-1003	82
C88-1004	168
C88-1005	468;5200
C88-1006	485
C88-1007	487;8822
C88-1008	491;6027
C88-1009	512;6509
C88-1010	535;6120;6244
C88-1011	677;4046
C88-1012	707;14832;850;2926
C88-1013	716;9220
C88-1014	725
C88-1015	749
C88-1016	876;1428;1801;1802;3723;5444;6944
C88-1017	942;3168
C88-1018	977;4200;9257
C88-1019	991;6456
C88-1020	1000
C88-1021	1020;877
C88-1022	1036
C88-1023	1055
C88-1024	1235;4836;8946
C88-1025	9337;6646
C88-1026	1520
C88-1027	1612
C88-1028	1632
C88-1029	1674;5817
C88-1030	1849;57;11231
C88-1031	1859;3329
C88-1032	1936
C88-1033	2046
C88-1034	2128;774
C88-1035	2141
C88-1036	2253
C88-1037	2551
C88-1038	2627;2035
C88-1039	2692;7724
C88-1040	2748;7027
C88-1041	2710;824
C88-1042	2787;4552;6864
C88-1043	11674;6324
C88-1044	2959;3207;9227
C88-1045	13467
C88-1046	3122;8744;1494
C88-1047	3151
C88-1048	3170;2657
C88-1049	3235
C88-1050	3276
C88-1051	3357;8462
C88-1052	3413;3329
C88-1053	3614;2037;5055
C88-1054	3674
C88-1055	3674
C88-1056	3708;4566;4672
C88-1057	3835
C88-1058	3915;6869
C88-1059	3862;94
C88-1060	3921;5314
C88-1061	3921;5314
C88-1062	3936;4439
C88-1063	3954
C88-1064	3960;4320
C88-1065	3976;4720
C88-1066	4080
C88-1067	4169
C88-1068	4262
C88-1069	4320;1379
C88-1070	4403;4319;1376;5661
C88-1071	4414
C88-1072	4416
C88-1073	4439
C88-1074	4520;6173;7563;1674
C88-1075	4531
C88-1076	4483
C88-1077	4704;8117
C88-1078	4946;2612
C88-1079	5067
C88-1080	5189
C88-1081	5218
C88-1082	5287;4255
C88-1083	5313
C88-2084	5425
C88-2085	5442
C88-2086	13930
C88-2087	5449
C88-2088	5457;7411
C88-2089	5468;8565
C88-2090	8467
C88-2091	5765
C88-2092	3726
C88-2093	6916
C88-2094	13468
C88-2095	8313
C88-2096	8232
C88-2097	5780;5655
C88-2098	5787;5765
C88-2099	5811;6720
C88-2100	5947;5946
C88-2101	5949;7984;8050;1930
C88-2102	5951;4910;1958;9036
C88-2103	5983;9177;184
C88-2104	6120
