A00-1001	4073
C08-1133	14693;14316;3396
C08-1134	14698;7866
C08-1135	14733;3322
C08-1136	14803;5288;2480
C08-1137	1250;14972;358
C08-1138	14825;138;8214;15061;8247
C08-1139	1264;14027
C08-1140	1268;5944
C08-1141	14916;1122;367;8239;14796;14892
C08-1142	14934;13902;3396
C08-1143	14934;13902;14561;2433
C08-1144	14968;13695;10077;10801
C08-1145	1280;4218
C08-2001	10908
C08-2002	5735;9104;8938
C08-2003	5910;15100;11874
C08-2004	15086;241;8048
C08-2005	15139;2682;3313
C08-2006	15153;2614;1039
C08-2007	15213;415;720;859;10125
C08-2008	2583;5361;10228
C08-2009	4356;767
C08-2010	4;525
C08-2011	23;9356;13381
C08-2012	6726;10948
C08-2013	7910;3245
C08-2014	298;8132
C08-2015	9321;7096
C08-2016	9356;13381
C08-2017	513;15021;2659;10598
C08-2018	587;7569
C08-2019	10354;8048
C08-2020	2985;3219;285;15498
C08-2021	659;588;2976;65
C08-2022	694;744;463;9799;8001;6839
C08-2023	10820;4107
C08-2024	3490;526
C08-2025	3070
C08-2026	3070
C08-2027	863;5957
C08-2028	3124;5053
C08-2029	935;280;13235
C08-2030	1028;257;13459;8945;6557
C08-2031	1035;12484;6557
C08-2032	1055;10164;13379
C08-2033	1109;10363
C08-2034	14349;14528;8077
C08-2035	1224;10915
C08-3001	15058;10724;10856;12604;12987;1236
C08-3002	15494;3525
C08-3003	5564;7983;420;10572;2646;698
C08-3004	158;3525
C08-3005	8111;8450;22
C08-3006	10469;10169;2269;12787;447;12189;9669
C08-3007	820;1089;3057
C08-3008	11591;3461;939;634;4679;7587;9782
C08-3009	835;3525;178
C08-3010	12028
C08-3011	1082
C08-3012	13713;3490
C08-4001	5613;9613
C08-4002	5616;9615
C08-5001	6317
C65-1001	5497
C65-1002	4505
C65-1003	3429
C65-1005	3706
C65-1006	10526;3779
C65-1009	5150
C65-1010	5814
C65-1014	7419
C65-1015	7422
C65-1016	7711
C65-1017	7765
C65-1018	8755;7677
C65-1019	9219
C65-1020	11347
C65-1021	11657
C65-1022	11662;9622
C65-1024	12082
C65-1025	12340
C65-1026	12881;14758
C65-1027	13290
C65-1028	13621
C65-1029	3198
C65-1030	13657;13674;13728
C65-1031	8302;8481;10081
C67-1001	3629
C67-1002	9060;10909;12869;14581
C67-1003	4462
C67-1004	5150
C67-1005	5562
C67-1006	5814
C67-1007	6134;6839
C67-1008	7013
C67-1009	7112
C67-1010	7949
C67-1011	8917
C67-1012	9225
C67-1013	3505
C67-1014	11265;6091
C67-1015	11346
C67-1016	11675;11622
C67-1017	11696
C67-1018	12172
C67-1019	13676;13729;13658
C67-1020	14581
C67-1021	14747
C67-1022	6401
C67-1023	12256
C67-1024	12186;13764
C67-1025	4344
C67-1026	11972
C67-1027	6223
C67-1028	6809;9151
C67-1029	7420
C67-1030	8871;9527
C67-1031	10188;11227;14950
C67-1032	10295
C67-1033	5498
C67-1034	4930
C67-1035	5549
C67-1036	13742
C67-1037	8819
C69-0101	9150;5317
C69-0201	11840;13098
C69-0301	9365
C69-0401	11681
C69-0501	4289;11382
C69-0601	13293
C69-0701	12869
C69-0801	14177
C69-0901	12397
C69-1001	4970;6877
C69-1101	10888;10277
C69-1201	5084
C69-1301	12732;5814
C69-1401	4939
C69-1501	8153
C69-1601	12339;13604
C69-1701	13658;13676;9773;12774
C69-1801	10595
C69-1901	14287
C69-2001	9220
C69-2101	7420;7778;9147
C69-2201	13793
C69-2301	14355
C69-2401	7838
C69-2501	10718
C69-2601	14489
C69-2701	11484
C69-2801	8976
C69-2901	11965
C69-3001	14645
C69-3101	8119
C69-3201	14301
C69-3301	6480
C69-3401	8486;13169
C69-3501	4192;13169
C69-3601	6843
C69-3701	14295
C69-3801	4194
C69-3901	13702
C69-4001	9534
C69-4101	9428
C69-4201	14538;14511
C69-4301	10991
C69-4401	12670
C69-4501	10596
C69-4601	12257
C69-4701	6839
C69-4801	8818
C69-4901	3082
C69-5001	10613
C69-5101	14538
C69-5201	4879;12847;11517
C69-5301	4945;11249
C69-5401	10623
C69-5501	4271;5403;5826;10308
C69-5601	10007
C69-5701	7833
C69-5801	4345;4476
C69-5901	14970
C69-6001	13644
C69-6101	3200
C69-6201	4310
C69-6202	12432
C69-6203	11696
C69-6204	4559
C69-6205	5540
C69-6206	3834
C69-6207	2711
C69-6208	8550
C69-6209	3891;12433
C69-6210	8932
C69-6211	6179;5827
C69-6212	9375
C69-6213	4031
C69-6214	7202;5336
C69-6215	6045
C69-6301	13852
C69-6401	7214
C69-6501	4357;11480;7421;14045;14955
C69-6601	6920
C69-6701	6223
C69-6801	7013
C69-6901	7034
C69-6902	7027
C69-6903	11962
C69-6904	13940
C69-7001	7027
C69-7101	13939
C69-7401	9307
C69-7501	12082;2712
C69-7601	187
C69-7602	9308
C69-7604	11016
C73-1001	12091;2699
C73-1002	13320
C73-1003	4024
C73-1004	10294
C73-1005	10481
C73-1006	11808;12419
C73-1007	13908
C73-1008	8119
C73-1009	11730;4271;8877
C73-1010	11288;8633
C73-1011	4600
C73-1012	15524;14752
C73-1013	4949;4661;13086
C73-1014	5381
C73-1015	8292
C73-1016	13575
C73-1017	12776
C73-1018	13312
C73-1019	14961
C73-1020	4684
C73-1021	6056
C73-1022	8937
C73-1023	10306
C73-1024	10375
C73-1025	10855
C73-1026	10926
C73-1027	12396;8997
C73-1028	12563
C73-1029	14213
C73-1030	14287
C73-2001	5135;6042
C73-2002	8643
C73-2003	9003;10785
C73-2004	10095
C73-2005	15489;10498;14752
C73-2006	855;9471;3898
C73-2007	4315;7199
C73-2008	7448
C73-2009	8728
C73-2010	9162
C73-2011	9413;7370
C73-2012	10711;10318
C73-2013	4506;4803
C73-2014	4506;4803;11052
C73-2015	10297
C73-2016	3954;5384;9397;8807
C73-2017	770;13655
C73-2018	3621
C73-2019	7110
C73-2020	7761
C73-2021	7953;8584
C73-2022	8154
C73-2023	8653;12504
C73-2024	9184;9497
C73-2025	9773
C73-2026	10281
C73-2027	10307
C73-2028	10746
C73-2029	10992;5567
C73-2030	11676
C73-2031	12278
C73-2032	14045
C80-1001	12244;9724;14644
C80-1002	10612;5445;8107;11245
C80-1003	6128;14644
C80-1004	11792
C80-1005	12848
C80-1006	7701
C80-1007	11677
C80-1008	12447;14086
C80-1009	10951
C80-1010	10910
C80-1011	2711;12081
C80-1012	11274
C80-1013	9931;4188
C80-1014	13460;13112
C80-1015	7799
C80-1016	9404
C80-1017	11038
C80-1018	11392
C80-1019	10156
C80-1020	9363;14465
C80-1021	13826
C80-1022	10104;9928;12976
C80-1023	4225;12139;7336
C80-1024	4841
C80-1025	12095
C80-1026	7912
C80-1027	13164
C80-1028	14951
C80-1029	7388
C80-1030	7889
C80-1031	4521;5245;9796
C80-1032	14626;4468
C80-1033	9792
C80-1034	6181
C80-1035	7214
C80-1036	6105;10207;1201
C80-1037	6105;10207;1201
C80-1038	7090;4038;11659
C80-1039	3851;13478;6071;13371
C80-1040	12195
C80-1041	1371
C80-1042	7335
C80-1043	5507
C80-1044	12052
C80-1045	8701;7394
C80-1046	4033
C80-1047	12978
C80-1048	13479;12756;5863;5033
C80-1049	12767
C80-1050	9674;13365;13393
C80-1051	10297;7966;986
C80-1052	9283
C80-1053	10742
C80-1054	9216
C80-1055	7957;11379
C80-1056	12331
C80-1057	9242;9550;9979
C80-1058	12973
C80-1059	14495
C80-1060	4079
C80-1061	13909
C80-1062	10520
C80-1063	9622;13373;9325;6106;7760
C80-1064	9158;12392;10602
C80-1065	11746;1905;4874
C80-1066	11747;9772
C80-1067	9929;12905;7792
C80-1068	13455;12771
C80-1069	13636
C80-1070	12212;4991;8986;8987
C80-1071	12164;12021;7853
C80-1072	10638;6001
C80-1073	9214
C80-1074	4450;12950
C80-1075	5511
C80-1076	5763
C80-1077	5450;13675
C80-1078	7345;8962;7327
C80-1079	6671;11158
C80-1080	14243
C80-1081	9622;13373;13474;12937
C80-1082	15081;5887
C80-1083	5559
C80-1084	14954
C80-1085	7762
C80-1086	9728
C80-1087	4744
C80-1088	11997
C80-1089	14098
C80-1090	10873;8451;11075;7929
C80-1091	13416
C80-1092	10111
C82-1001	3851;13371
C82-1002	9263;11416;4045
C82-1003	8702
C82-1004	11750;5568;10993
C82-1005	11800;12698
C82-1006	12141;4609
C82-1007	13010
C82-1008	13568
C82-1009	2733
C82-1010	3113
C82-1011	3662
C82-1012	4079
C82-1013	5015;5560;13025
C82-1014	5511;6116;4934
C82-1015	5529;5646;6009;6144;8881;9448;11348;11456
C82-1016	5650
C82-1017	2711;13808
C82-1018	5725
C82-1019	11628
C82-1020	6144;13850;4238
C82-1021	6167
C82-1022	6570
C82-1023	6839
C82-1024	7161;6164
C82-1025	7363
C82-1026	7445
C82-1027	7701
C82-1028	7889
C82-1029	8124
C82-1030	8724
C82-1031	8778
C82-1032	8865;11622
C82-1033	9020;4626
C82-1034	9158
C82-1035	9170;8829
C82-1036	9242;9979
C82-1037	9363;7527
C82-1038	9580
C82-1039	9622;13373;14438;6905
C82-1040	9622;9662
C82-1041	9817
C82-1042	9909;9800
C82-1043	9929;12905
C82-1044	9931;4188
C82-1045	9950;10158;14488;6562
C82-1046	10257;13200
C82-1047	10350
C82-1048	10376
C82-1049	10638;6001
C82-1050	10745
C82-1051	11274
C82-1052	11379;7957
C82-1053	11392
C82-1054	11466
C82-1055	11668;10161
C82-1056	11686;8680
C82-1057	11817;5003;12762;13486
C82-1058	12081
C82-1059	12602;13326
C82-1060	12755
C82-1061	13097
C82-1062	13373
C82-1063	13484;9765;7622
C82-1064	13699
C82-1065	13850
C82-1066	14036;6839
C82-1067	14644;13392;6128
C82-1068	14727
C82-2002	4504;4027;4802
C82-2003	4588
C82-2004	5055;6090;6598;11629;11652;12909
C82-2005	8120
C82-2006	9292
C82-2007	9754
C82-2008	10297;986
C82-2009	10554;12277
C82-2010	12061
C82-2011	12241
C82-2012	13547
C82-2013	15490
C82-2014	792;10392;12636
C82-2015	2762
C82-2016	2852
C82-2017	3317
C82-2018	3955;5034;12677
C82-2019	4228;4491
C82-2020	4461
C82-2021	13584
C82-2022	4683;10925
C82-2023	4816;12395
C82-2024	5071
C82-2025	5338
C82-2026	5617;11146
C82-2027	5895
C82-2028	6047;7802;7894
C82-2029	6116
C82-2030	6182
C82-2031	6697
C82-2032	6763;2707
C82-2033	6762;5907
C82-2034	6870
C82-2035	6983
C82-2036	7207
C82-2037	7463;9185;12572
C82-2038	7479
C82-2039	7767
C82-2040	8094;12250
C82-2041	8101;12601;13325
C82-2042	8115
C82-2043	8127
C82-2044	333
C82-2045	8531;9924
C82-2046	8654
C82-2048	8929
C82-2049	9713;12709;13847
C82-2051	10156;9349
C82-2052	10218
C82-2053	10442
C82-2054	10485;4715
C82-2055	10525;10564
C82-2056	10551
C82-2057	10727
C82-2058	10772;10773
C82-2059	10974
C82-2060	11183
C82-2061	11682
C82-2062	12052
C82-2063	12094
C82-2064	12212;7698;5918
C82-2065	12345
C82-2066	12441;6796
C82-2067	12708;10774;12561;4567;14723
C82-2068	11590;12852;12851
C82-2069	12890
C82-2070	13078;11560
C82-2071	9315
C82-2072	14172
C82-2073	14980
C82-2074	14991
C86-1001	5525
C86-1002	14780
C86-1003	11668;6567;11799
C86-1004	11564;12505
C86-1005	11996
C86-1006	168
C86-1007	13816
C86-1008	4686;11182
C86-1009	8939;11583
C86-1010	7232
C86-1011	10564;6491
C86-1012	4547
C86-1013	5651
C86-1014	4040
C86-1015	7505
C86-1016	7026
C86-1017	14505
C86-1018	5866
C86-1019	15372
C86-1020	4153;12100
C86-1021	2400;13373
C86-1022	9158
C86-1023	9951
C86-1024	7705;9995
C86-1025	6546;8636
C86-1026	12441
C86-1027	12112
C86-1028	12576;9995
C86-1029	9662;13373;9622
C86-1030	14714
C86-1031	6331;5627
C86-1032	4407;8940
C86-1033	11695
C86-1034	6983;8749
C86-1035	6983;11308;11565
C86-1036	13825
C86-1037	209
C86-1038	6010
C86-1039	13077
C86-1040	7828
C86-1041	15372;7102
C86-1042	13366;12374
C86-1043	13406;9923;11093
C86-1044	2711;12081
C86-1045	13531
C86-1046	5986
C86-1047	4938;3772;13935
C86-1048	13748;3559;6839
C86-1049	2851;7013
C86-1050	12162
C86-1051	3763;9076
C86-1052	12974
C86-1053	14621;5763
C86-1054	10576
C86-1055	4089
C86-1056	5358;9190
C86-1057	9929;12905;12997;7798
C86-1058	6553;6576
C86-1059	14786;4309
C86-1060	12212;5727
C86-1061	5017;5561;13026
C86-1062	9563
C86-1063	10858;7523
C86-1064	13710;10296
C86-1065	8376
C86-1066	11555;10947;11321;10835
C86-1067	3402;10214;14718;12918
C86-1068	1
C86-1069	14300
C86-1070	6697
C86-1071	5406;7635;11461;4019;13638
C86-1072	12609
C86-1073	11889
C86-1074	4992
C86-1075	11858
C86-1076	2814;7764
C86-1077	14137;14288;1525;6192;6245
C86-1078	11480
C86-1079	9923;11093
C86-1080	4606
C86-1081	2363;8144;10765;13277;13503
C86-1082	6100
C86-1083	7767
C86-1084	11392
C86-1085	7461;3605;11145;11200;11882;5799;13825
C86-1086	12693
C86-1087	3019
C86-1088	10703
C86-1089	6232;13227;14575
C86-1090	11681
C86-1091	13326;14338
C86-1092	2340;5961
C86-1093	14738
C86-1094	5899;5201
C86-1095	5563
C86-1096	1938
C86-1097	12915;4976;12836
C86-1098	14395
C86-1099	13743
C86-1100	11747;9772
C86-1101	14512
C86-1102	10372;11599;14238
C86-1103	7559;8088;14965
C86-1104	9822
C86-1105	13392;6128;14644
C86-1106	12979;14644
C86-1107	6580;14539
C86-1108	7082
C86-1109	6686;8098;13555
C86-1110	8546;13140
C86-1111	9598
C86-1112	10925;4686
C86-1113	12349
C86-1114	11136;5899
C86-1115	14053
C86-1116	11136;6405
C86-1117	9814
C86-1118	5686;11185
C86-1119	4279;8556
C86-1120	12764
C86-1121	4312
C86-1122	7534
C86-1123	5689
C86-1124	14252;6779;4347
C86-1125	10027
C86-1126	7883;3056;12304
C86-1127	13818;5734
C86-1128	7728
C86-1129	4379;4185
C86-1130	6640
C86-1131	5763;8145;14621
C86-1132	7388;10781;5363
C86-1133	14963;11578;4001
C86-1134	10018
C86-1135	7499;11682
C86-1136	3915;8524
C86-1137	11321
C86-1138	5922;5900;208;13245
C86-1139	9886
C86-1140	13568;4369
C86-1141	3815;7924;4440
C86-1142	9904;13543;7460
C86-1143	14161
C86-1144	9440;7906;13596
C86-1145	4134
C86-1146	5652
C86-1147	9995;9639;7056;12178
C86-1148	9923;11093;13406
C86-1149	13245;208
C86-1150	13264
C86-1151	8547;4667
C86-1152	13403
C86-1153	9929;4988;12905
C86-1154	3497
C86-1155	13373
C86-1156	6788;7415
C88-1001	3704
C88-1002	4100
C88-1003	13354
C88-1004	3839
C88-1005	8120;8857
C88-1006	8376
C88-1007	8409;14136
C88-1008	8469;10044
C88-1009	8744;10749
C88-1010	9059;10183;10350
C88-1011	11175;7186
C88-1012	11618;3319;13654;5533
C88-1013	11748;14715
C88-1014	11881
C88-1015	12214
C88-1016	14055;3102;3969;3972;6706;9187;11421
C88-1017	15014;5894
C88-1018	15348;7415;14773
C88-1019	15491;10668
C88-1020	7
C88-1021	208;14068
C88-1022	376
C88-1023	541
C88-1024	2185;8343;14315
C88-1025	14896;10977
C88-1026	3510
C88-1027	3721
C88-1028	3746
C88-1029	3815;9718
C88-1030	4037;9690;1165
C88-1031	4046;6125
C88-1032	4154
C88-1033	4326
C88-1034	4443;12567
C88-1035	4460
C88-1036	4606
C88-1037	5057
C88-1038	5158;4309
C88-1039	5247;12529
C88-1040	5316;11541
C88-1041	5271;13276
C88-1042	5362;7925;11300
C88-1043	1574;10477
C88-1044	5580;5952;14722
C88-1045	2710
C88-1046	5825;14019;3371
C88-1047	5867
C88-1048	5899;5201
C88-1049	5986
C88-1050	6046
C88-1051	6165;13594
C88-1052	6246;6125
C88-1053	6547;4311;8637
C88-1054	6640
C88-1055	6640
C88-1056	6685;7948;8097
C88-1057	6868
C88-1058	6983;11308
C88-1059	6903;15079
C88-1060	6991;8995
C88-1061	6991;8995
C88-1062	7013;7767
C88-1063	7046
C88-1064	7058;7569
C88-1065	7075;8166
C88-1066	7233
C88-1067	7364
C88-1068	7499
C88-1069	7570;2834
C88-1070	7704;7567;2824;9492
C88-1071	7724
C88-1072	7728
C88-1073	7767
C88-1074	7883;10253;12304;3816
C88-1075	7893
C88-1076	7828
C88-1077	8144;13088
C88-1078	8498;5138
C88-1079	8654
C88-1080	8836
C88-1081	8874
C88-1082	8955;7491
C88-1083	8994
C88-2084	9158
C88-2085	9185
C88-2086	2913
C88-2087	9193
C88-2088	9206;12093
C88-2089	9221;13734
C88-2090	13598
C88-2091	9622
C88-2092	6712
C88-2093	11377
C88-2094	2711
C88-2095	13373
C88-2096	13245
C88-2097	9650;9481
C88-2098	9662;9622
C88-2099	9711;11081
C88-2100	9922;9920
C88-2101	9929;12905;12997;4145
C88-2102	9931;8452;4188;14450
C88-2103	9982;14655;4038
C88-2104	10183
C88-2105	10183;10745
C88-2106	10291
C88-2107	10564;13042;9800
C88-2108	3003
C88-2109	10690
C88-2110	3490;4748
C88-2111	11130;6370;5678
C88-2112	11140;10996;11160;4309
C88-2113	11143;13170
C88-2114	11182;4683;10927
C88-2115	11402
C88-2116	11602
C88-2117	11637
C88-2118	11643;13245
C88-2119	11765;168
C88-2120	11827;10775
C88-2121	11834;4100;6839
C88-2122	11882;11200
C88-2123	11889
C88-2124	11906;3613;4040;11171;12115
C88-2125	11932
C88-2126	11955
C88-2127	11978
C88-2128	12161
C88-2129	12181;12911;13252
C88-2130	12255;6356;9063
C88-2131	12609;14223
C88-2132	12634;4564;6519
C88-2133	12730;1611
C88-2134	12775
C88-2135	13031;10207;1201
C88-2136	13235;6624;12974;12883
C88-2137	13238;13245
C88-2138	13245
C88-2139	13311;3664
C88-2140	13322;14337;5977
C88-2141	13373;9604;6486;9622
C88-2142	13373;9622
C88-2143	13576;6060
C88-2144	13585
C88-2145	13609
C88-2146	13717
C88-2147	13747;6839
C88-2148	13776
C88-2149	13979
C88-2150	14053
C88-2151	14092
C88-2152	14111
C88-2153	14176;4606;5584;9070;10744;12350
C88-2154	14239
C88-2155	14288;1525
C88-2156	14450;9931;4188
C88-2157	14492;10069
C88-2158	14627;10134
C88-2159	14651
C88-2160	14739
C88-2161	14780
C88-2162	14785
C88-2163	14785;13947
C88-2164	14963;4883;7932
C88-2165	5015;5560;13025
C88-2166	7407
C88-2167	6891
C90-1002	4562;7817
C90-1003	6785;7111
C90-1004	11401
C90-1005	14785;6640
C90-1006	13870;5526;6704
C90-1007	4547;2801;5635;6247
C90-1008	4615;13408
C90-1009	6709;14168;9930;14650;12370;999;9575
C90-1010	11906;14173
C90-1011	12345;9222
C90-1012	13245
C90-1013	13472;7486
C90-1014	13671
C90-1015	13708
C90-1016	13819
C90-1017	14063
C90-1018	14217
C90-1019	14996;978
C90-1020	3919;3116
C90-1021	12733;221;5363
C90-1025	7013
C90-2001	13354
C90-2002	4746;3490
C90-2003	8021
C90-2004	10805;9495
C90-2005	11149;6226
C90-2006	11748
C90-2007	11619;3490
C90-2008	13653;3399;11619
C90-2009	2185
C90-2010	2311;6298
C90-2011	2531;2311;1774
C90-2012	3669
C90-2013	3791;8995;14730
C90-2014	4154
C90-2015	3960
C90-2016	4177;14337;7523
C90-2017	4186
C90-2018	4185;4379
C90-2019	4508
C90-2020	4586
C90-2021	14902
C90-2022	5131;10737
C90-2023	5184
C90-2024	5218;3620;7596
C90-2025	5240;6101
C90-2026	4036;5297
C90-2027	5357
C90-2028	3267
C90-2029	5798
C90-2030	6023
C90-2031	6419;5224
C90-2032	6502;9351;9655;10070
C90-2033	6574
C90-2034	6640
C90-2035	6868
C90-2036	7155;2829;5063
C90-2037	7333;4566
C90-2038	7381
C90-2039	7484
C90-2040	7569
C90-2041	7532
C90-2042	7884
C90-2043	13571;7610
C90-2044	8398;3384
C90-2045	8902
C90-2046	9221
C90-2047	2361
C90-2048	9439;168;9051
C90-2049	9619
C90-2050	2954;4739
C90-2051	9836
C90-2052	3272
C90-2053	10033;12974
C90-2054	10274
C90-2055	11585
C90-2056	8975
C90-2057	11739
C90-2058	12277
C90-2059	12649
C90-2060	12692
C90-2061	13231
C90-2062	13263
C90-2063	13182
C90-2064	13323
C90-2065	13624
C90-2066	13680
C90-2067	13719;6467
C90-2068	14036;2361
C90-2069	3567
C90-2070	14172
C90-2071	14317
C90-2072	14497;7025
C90-2073	14715
C90-2074	14794;7319
C90-3001	4098;11834;6839
C90-3002	6848;3794
C90-3003	8376
C90-3004	541
C90-3005	10061;11723
C90-3006	11748
C90-3007	13510
C90-3008	14068
C90-3009	15226
C90-3010	15491;10569
C90-3011	376;13752
C90-3012	11959;11171
C90-3013	564
C90-3014	2813
C90-3015	3217
C90-3016	3597
C90-3017	4311;6547;10567
C90-3018	4403;9095
C90-3019	4439;5963;9403;14744
C90-3020	4477
C90-3021	5274
C90-3022	5303;10646;11803
C90-3023	5511;7686
C90-3024	5556
C90-3025	5627;12350;14176;14129
C90-3026	2711;7696;2798
C90-3027	5869
C90-3028	6144;6936
C90-3029	6144;8376
C90-3030	7017
C90-3031	7407;13451
C90-3032	7902
C90-3033	7967;12633
C90-3034	8188
C90-3035	8747;14728
C90-3036	9255
C90-3037	9286
C90-3038	9664;8903;7089;12170
C90-3039	3947;9922
C90-3040	10012;14172
C90-3041	10291;11036
C90-3042	11642
C90-3043	11677
C90-3044	11790;9622
C90-3045	12160;11834
C90-3046	12178
C90-3047	12348
C90-3048	12441;13375;6812
C90-3049	13451;8293
C90-3050	14162
C90-3051	14229
C90-3052	4439;14744
C90-3053	14779
C90-3054	9688;8108
C90-3055	15081;4362;13502;12971;2381;9691;5639;8946
C90-3056	6066;10182
C90-3057	9059;2798
C90-3058	11881
C90-3059	12733;221;5363;7388;10781
C90-3060	15001;6014;6252;7429;7802;12572
C90-3061	345
C90-3062	1010;11109
C90-3063	3753;6596
C90-3064	3956
C90-3065	4160
C90-3066	4164
C90-3067	4428
C90-3068	4396
C90-3069	2618;12982
C90-3070	4550
C90-3071	5511;12614
C90-3072	2706;4235
C90-3073	6057;7181;10088;4265
C90-3074	6332
C90-3075	6166;13594
C90-3076	6474;14490;5318
C90-3077	6640;11106
C90-3078	6741
C90-3079	7177;10001
C90-3080	7233
C90-3081	4508
C90-3082	7492;10737;5130
C90-3083	7704
C90-3084	7729
C90-3085	7729
C90-3086	6914
C90-3087	13743
C90-3088	8258;10514;8003;2577
C90-3089	9051;3979;6820;10547;11504
C90-3090	8677;5865
C90-3092	9185
C90-3093	9333
C90-3094	9607
C90-3095	7645;10017
C90-3096	10182
C90-3097	10919;11192
C90-3098	11305;11580
C90-3099	827
C90-3100	11578
C90-3101	11599;13687
C90-3102	2583;3049;13705
C90-3103	12308;4715;10441
C92-1002	7109
C92-1003	10499
C92-1004	14752
C92-1005	11749
C92-1008	5684
C92-1009	7224
C92-1010	12428;10096
C92-1011	10837;9081;4607;5707
C92-1012	13567;11205;13570
C92-1013	4099
C92-1014	4747;5566
C92-1015	10655
C92-1016	10809
C92-1017	11136;11836
C92-1018	12715
C92-1019	2311;8438
C92-1020	3794
C92-1021	4234
C92-1022	5357
C92-1023	2711;2798;7697
C92-1024	6021
C92-1025	7025;6992;14730
C92-1026	7415
C92-1027	7569;13012;13807
C92-1028	9280
C92-1029	7787;9622
C92-1030	9624
C92-1031	10184
C92-1032	11222
C92-1033	12692
C92-1034	13747;11834
C92-1035	3789
C92-1036	9984;5797
C92-1037	11065
C92-1038	11196;3783
C92-1039	13906
C92-1040	14125
C92-1041	14721
C92-1042	14728
C92-1043	7018
C92-1044	2044;12465
C92-1045	3962;10072
C92-1046	4326
C92-1047	5185;5449
C92-1048	5803
C92-1049	7871;168
C92-1050	9514
C92-1051	9650
C92-1052	11367;2844
C92-1053	13431
C92-1054	13861
C92-1055	2484;8365;12730
C92-1056	3626;5623;5627
C92-1057	4311
C92-1058	6680;10757;12280;14999
C92-1059	7486
C92-1060	7776
C92-1061	8000
C92-1062	9149;10173;12974
C92-1063	11209;10567
C92-2065	11222
C92-2066	11834
C92-2067	12730;14332;1613
C92-2068	13238
C92-2069	14544;2843
C92-2070	14562
C92-2071	9722;4914;10220;11485
C92-2072	4197;3783
C92-2073	8316;14963
C92-2074	3056;4473
C92-2075	12594;9723;7863;10220
C92-2076	13719
C92-2077	4629;7482;7819;9311;10710;12246;13207;13295
C92-2078	11006;11964;12660
C92-2079	3936;11690
C92-2080	4142;9580
C92-2081	4598;5627;14176
C92-2082	5949
C92-2083	9421;13625
C92-2084	11439;2711;2706
C92-2085	12027;4298;516;13375
C92-2086	12971;15081;7314;5887
C92-2087	13247;9670;6128;14643
C92-2088	13539;8951;9622
C92-2089	13719;6466
C92-2090	9689;11927
C92-2091	8407
C92-2092	13509
C92-2093	1130
C92-2094	4182
C92-2095	4809;9867
C92-2096	4403
C92-2097	5030;6474
C92-2098	5184
C92-2099	5511;12614
C92-2100	5915
C92-2101	6892;7210;9493
C92-2102	7341;10641;13375
C92-2103	7492
C92-2104	9350;6111;6256
C92-2105	2953;3271
C92-2106	9933;9692;8944
C92-2107	9991
C92-2108	10072;7941
C92-2109	11597;5406
C92-2110	12180;5332;12911
C92-2111	3918;3829
C92-2112	12277;14198;4352;6774
C92-2113	12844
C92-2114	13442;7388
C92-2115	14000
C92-2116	14092
C92-2117	14135
C92-2118	14779
C92-2119	10452;8658
C92-2120	6250;12933
C92-2121	7381;3443
C92-2122	13861;9788;12611
C92-2123	14742
C92-3125	5784
C92-3126	11444
C92-3127	2526
C92-3128	4111
C92-3129	14063
C92-3130	6502;9655
C92-3131	9758
C92-3132	10350;12344
C92-3133	12005;6713
C92-3134	345
C92-3135	5207;11996
C92-3136	10997
C92-3137	6875;8599
C92-3138	8020;4439;9403
C92-3139	1625;1553;8357;7171
C92-3140	9260;10438;11579
C92-3141	9332
C92-3142	15420;140;886;9470
C92-3143	1752;2613;5569
C92-3144	5365;6918
C92-3145	7022;11834;14734;4354
