Hathaway, Chris 2.5477665323536e-05
McDermott, Erik 3.97045286060885e-05
Pong, Sandiway 1.98712782087118e-05
Girardi, Christian 2.61066540209364e-05
Oquendo, Flavio 3.08472982946416e-05
Mohammed, Altaf 1.98712782087118e-05
Ayan, Necip Fazil 0.000167356411647954
Hudson, Richard A. 9.153617063631e-05
Tsuchiya, Shin'Ichi 2.54587455199602e-05
Polzin, T. 7.19607415056361e-05
Thiel, Manfred 1.98712782087118e-05
Ngai, Grace 0.000711694773264261
Dugast, Loic 6.74851402145931e-05
Pustylnikov, Olga 3.03982331275735e-05
Haddock, Nicholas J. 6.73427585011267e-05
Shepherd, Jessica 0.000222274552438946
Schonefeld, Oliver 2.68830905876463e-05
Chen, Kang 4.25807808023993e-05
Ko, Jeongwoo 4.21726245384284e-05
Pustejovsky, James D. 0.00156978526261186
Yu, Hong-Kui 0.000159512252419082
Means, Robert W. 2.17443873453736e-05
Rounds, William C. 0.000195806127655658
Cole, Jennifer 2.24835631844282e-05
Goldberg, Jeff 2.64771158421661e-05
Zhang, Peng 1.98712782087118e-05
Le Roux, Joseph 1.98712782087118e-05
Wright Hastie, Helen 2.96947882909894e-05
Over, Paul 3.47826439502918e-05
Lin, Jimmy 0.000212375804708
Molina, Antonio 4.43849125776979e-05
Bourbeau, Laurent 0.000379230225996102
Sanderson, Mark 2.43695855242887e-05
Hirsh, Susan B. 4.61763911622542e-05
Kuroki, Hiroaki 6.84034334846485e-05
Shneiderman, Ben 3.8606236423329e-05
Chen, Ken 2.24835631844282e-05
Suppes, Patrick 1.98712782087118e-05
Lee, Joo-Young 2.52993227957119e-05
Matthews, Eric 1.98712782087118e-05
Carrasco, Rafael C. 5.24055355335897e-05
Akama, Seiki 2.39658911910456e-05
Yu, Dan 2.59889346593269e-05
Netter, Klaus 0.000530849475039523
Medlock, Ben 2.83345387114311e-05
Agustini, Alexandre 2.44871712876089e-05
Li, Wanyin 4.16505808179297e-05
Lee, Yoong Keok 0.000167113108142863
Rousselot, Francois 9.00285521890004e-05
Czuba, Krzysztof 0.000128169920828056
Dada, Ali 2.35007343097375e-05
Szpektor, Idan 0.000127292903118698
Carlson, Lauri 1.98712782087118e-05
Morin, Jean-Yves 3.44014189289983e-05
Tong, Richard M. 0.000104611034399866
Silverman, Harvey F. 2.82524791755844e-05
Stoianov, Ivelin 1.98712782087118e-05
Atterer, Michaela 5.4188973431808e-05
Miller, Tim 2.10982808346579e-05
Manchon, Pilar 1.98712782087118e-05
Schultz, Stefan 2.53943079527689e-05
Zamchick, Gary 3.17149002955114e-05
Schubert, Lenhart K. 0.000563426840226133
Katagiri, Yasuhiro 5.78305744091541e-05
Asher, Nicholas 0.000331599235672766
Sun, Cheng-Jie 1.98712782087118e-05
Kawamori, Masahito 4.63422486068818e-05
Webster, Mort 7.07351746434549e-05
Takezawa, Toshiyuki 0.000101359931338899
Ziegler-Eisele, Dorothea 1.98712782087118e-05
Koontz-Garboden, Andrew 3.60725311015254e-05
Althaus, Ernst 4.64862138370319e-05
Adachi, Fumihiro 1.98712782087118e-05
Bringert, Bjorn 1.98904791273072e-05
Ding, Shilin 1.98712782087118e-05
Kida, Mitsuhiro 3.42389528731064e-05
Takahashi, Masahito 3.81299997035299e-05
Zhou, Qiang 2.81095706078433e-05
Rumbell, Timothy 1.98712782087118e-05
Jairam, Arvind 2.67811209114319e-05
Tannier, Xavier 2.21639571627073e-05
Meza-Ruiz, Ivan 3.81031265342248e-05
Kawabata, Takeshi 0.000110536636807059
Vrbova, Jarka 0.00012201813247907
Fujino, Akinori 2.27173024177222e-05
Chen, Yaodong 1.98712782087118e-05
Kaisser, Michael 3.45474736496449e-05
Zhang, Yang 3.254048468276e-05
Sacerdoti, Earl 2.33432742656818e-05
Araki, Kenji 4.62021064344038e-05
Weerkamp, Wouter 1.98712782087118e-05
Yoneoka, Mitsuhiro 1.98712782087118e-05
Goodrum, Richard 0.000204306915384733
Westerlund, Torbjˆrn 1.98712782087118e-05
Borkowsky, Arcady 1.98712782087118e-05
M√≠rovsk√Ω, Ji≈ô√≠ 1.98712782087118e-05
Yasuda, Keiji 3.62451205526354e-05
Lowe, Stephen 9.18434263847223e-05
Elmi, Mohammad Ali 7.24734203492452e-05
Kim, Gilchang 9.20560926866299e-05
Croft, W. Bruce 8.8718738302402e-05
Paulson, E. Anne 0.000300385573265214
Monz, Christof 0.000207616257931874
Chow, Yen-Lu 0.000603157367346492
Szanser, A. J. M. 0.000101711047826622
Lennig, Matthew 6.20704290330164e-05
Fan, Yandong 1.98712782087118e-05
Bolc, Leonard 3.05258154346329e-05
Nunberg, Geoffrey 0.000216784121649056
Witte, Rene 2.03642900302925e-05
Gangemi, Aldo 1.98712782087118e-05
Adorni, Giovanni 5.01100804167376e-05
Shriberg, Elizabeth 0.00105113965098695
Francopoulo, Gil 2.3918089866781e-05
Liu, Jimin 6.13090993072554e-05
Bengtson, Eric 1.98712782087118e-05
Polguere, Alain 0.000528567016192658
Zhao, Shanheng 2.67961422982373e-05
Cardie, Claire 0.0014121150407212
Sturt, Patrick 4.67534506216489e-05
Stump, Gregory 1.98712782087118e-05
Vidal, Enrique 8.70900001761266e-05
Kessler, Brett 0.000387077854552982
Kim, Hyouk-Keun 1.98712782087118e-05
Sun, Shuqi 1.98712782087118e-05
Starosta, Stanley 9.23336343321402e-05
Piperidis, Stelios 4.27478598722637e-05
Chanod, Jean-Pierre 0.000355613796758406
Beesley, Kenneth R. 0.000326666748393525
Grote, Brigitte 6.12002788835814e-05
Piat, Gerald 0.000130736094453268
Tseng, I-Ju E. 4.89115258542375e-05
Matsuo, Yoshihiro 2.78548162057499e-05
Paliouras, Georgios 2.2872778587644e-05
Fass, Dan 0.000382058811758016
El Demerdash, Osama 4.81290203560035e-05
Matykiewicz, Pawel 3.20358770941933e-05
Ulrich, Stefan 1.98712782087118e-05
Cesar, Christian 1.98712782087118e-05
Yangarber, Roman 0.00049064198152809
Chen, Francine R. 0.000282841360247931
Cho, Jeong-Mi 2.53926712726945e-05
Nguyen, Nghi 0.000115635755295816
Veenstra, Mettina 1.98712782087118e-05
Passarotti, Marco 1.98712782087118e-05
Walker, Edward 1.98712782087118e-05
Levow, Gina-Anne 0.0002777176397601
Goebel, Randy 1.98712782087118e-05
Sebillot, Pascale 1.98712782087118e-05
Collobert, Ronan 2.36573584564386e-05
Pellom, Bryan 8.79666769994227e-05
Bennett Novak, Gordon 3.81315418888733e-05
Pedrazzini, Sandro 2.2665011864336e-05
Savova, Virginia 1.98712782087118e-05
Arhar, äpela 1.98712782087118e-05
Kessler, Jason 4.57935545582168e-05
House, David 0.000246885094150409
Adams, Jeff 1.98712782087118e-05
Tanaka, Hidehiko 1.98712782087118e-05
Gao, Quin 1.98712782087118e-05
Dandapat, Sandipan 1.98712782087118e-05
Judge, John 2.3158715705086e-05
Carson-Berndsen, Julie 4.47424852119738e-05
Nilsson, Mattias 4.01175412992531e-05
Rogers, James 0.000103864440883127
Kleiweg, Peter 3.40519653112442e-05
Ti'Vu, Haodong 1.98712782087118e-05
Perrault, Raymond C. 0.000485177318829442
Tibbetts, Jason 3.30054658067381e-05
Karov, Yael 0.000174078421335944
Sun, Xiao 1.98712782087118e-05
Sarikaya, Ruhi 7.96800583232928e-05
Yu, Hao 8.2099861779852e-05
Kehler, T. P. 3.6633680142457e-05
Tanev, Hristo 0.000190735369270969
Niu, Yun 6.21994460993314e-05
Gardent, Claire 0.00020633851188867
Milhaud, Gerard 5.3193383532362e-05
Choi, SeonHwa 1.98712782087118e-05
Bouillon, Pierrette 9.16388220783061e-05
Nicolov, Nicolas 0.000249392068718981
Staros, Chris J . 5.34178713157386e-05
Dawar, Anuj 8.41331546467541e-05
Green, Stephen J. 0.000129996714108564
Wu, Ming-Wen 0.000173596096122269
Cinkova, Silvie 1.98712782087118e-05
Smola, Alex 1.98712782087118e-05
Zhang, Ying 0.000125720042916657
Kwon, Hyuk-Chul 6.32592450587802e-05
Vatikiotis-Bateson, Caitlin 7.19191326439217e-05
Abraham, Maryvonne 2.22659070563897e-05
Yang, Jie-Chi 3.98955303796988e-05
Duh, Kevin 9.61466383783989e-05
Rauch, Erik 2.10001659650858e-05
Komachi, Mamoru 2.44691406032758e-05
Chen, Qing 2.48690094982845e-05
Vendelmans, Ronald 0.000100132321615229
Stoia, Laura 1.98712782087118e-05
Blunsom, Philip 0.000108351674491822
Bisani, Maximilian 1.98712782087118e-05
Young, R. Michael 6.04467804285192e-05
Freitag, Dayne 0.000115879055454538
Lim, Heui-Seok 3.18167751315755e-05
Walther, Markus 6.80835519999977e-05
Cavar, Damir 1.98712782087118e-05
Dien, Dinh 2.11606937420768e-05
Lu, Bao-Liang 1.98712782087118e-05
Hobbs, Jerry R. 0.00254298144243882
Fox, Barbara 0.000165457548942708
Numazaki, Hiroaki 1.98712782087118e-05
Guy, Jacques B. M. 3.07126510897166e-05
T'sou, Benjamin K. 0.000128108789665117
Pages, Pascale 1.98712782087118e-05
Pounder, Amanda 6.24030972777933e-05
Schaaf, Thomas 4.19424011656804e-05
Ourioupina, Olga 0.000120728441181591
Bristot, Antonella 1.98712782087118e-05
Chang, Echa 1.98712782087118e-05
Robitaille, Xavier 2.92910253656515e-05
Myaeng, Sung Hyon 2.74637124632792e-05
Valdes-Perez, Raul E. 1.98712782087118e-05
Do, Quang 2.88285370879803e-05
GraÁa, Jo„o V. 1.98712782087118e-05
Alonso, Yuan A. 5.64349296600506e-05
Rousselot, Fran√ßois 1.98712782087118e-05
Lee, Jonghoon 1.98712782087118e-05
Enright, Jessica 1.98712782087118e-05
Nagata, Junji 5.25225809848852e-05
Kokkinakis, Dimitrios 2.30358697101457e-05
Winder, Ransom 1.98712782087118e-05
Epstein, Mark 1.98712782087118e-05
Takeuchi, Akikazu 2.2665011864336e-05
Lim, Daniel Chung Yong 0.0002811039574221
Hetherington, Lee 5.66654995430008e-05
Ito, Ryosuke 2.75925993463643e-05
Quixal, MartÌ 1.98712782087118e-05
Lehtola, Aarno 0.000237847867394077
Feneyrol, Christian 5.17280431715922e-05
Sin, King Kui 1.98712782087118e-05
Goto, Isao 2.19861153049451e-05
Rajan, Jayant V. 8.87947670850766e-05
Gedigian, Matt 2.36154573348061e-05
Leacock, Claudia 0.000773132990503533
Porzel, Robert 0.000117964725629326
Burns, Ron 1.98712782087118e-05
Murakami, Akiko 1.98712782087118e-05
Lertnattee, Verayuth 1.98712782087118e-05
Povey, D. 1.98712782087118e-05
Iftene, Adrian 3.12805912905065e-05
Walker, Marilyn A. 0.0021171866251888
Herskovits, Annette 6.33638298541975e-05
Thiesson, Bo 0.000125241748850031
Megerdoomian, Karine 3.80305469702691e-05
Ringlstetter, Christoph 2.42102142564301e-05
Lee, Beum-Seuk 1.98712782087118e-05
Dutoit, Dominique 2.42709478869259e-05
Nicolae, Gabriel 2.51802150778876e-05
Probst, Katharina 3.49156358625447e-05
Lin, Chia-Ling 1.98712782087118e-05
Branigan, Holly 1.98712782087118e-05
Hassan, Hany 0.000398663831457506
Miller, Bradford W. 0.000196368816151129
Yamamoto, Masato 2.26755505229645e-05
Newman, P. S. 3.45642244170482e-05
Caligaris, C. 1.98712782087118e-05
Touset, Pascal 1.98712782087118e-05
Araki, Masahiro 2.51031291503825e-05
Nasr, Alexis 0.000101635616738691
McCallum, Andrew 0.000618908656275181
Garside, Roger 0.000329691052451873
Guillaume, Jacquet 1.98712782087118e-05
Gopalan, Banu 1.98712782087118e-05
Furugori, Teiji 2.16909106826827e-05
Greiner, Wiley 1.98712782087118e-05
Bush, Caroline 1.98712782087118e-05
Yamada, Hiroyasu 4.24151556539213e-05
Cordella, Marisa 1.98712782087118e-05
Holan, Tomas 4.36298841295466e-05
Rock, Sheila 1.98712782087118e-05
McEnery, Tony 6.61828447714103e-05
Bloksma, Laura 1.98712782087118e-05
Ilhan, H. Tolga 0.000126267166850336
Handschuh, Siegfried 1.98712782087118e-05
Silk, Barry 2.90795360520905e-05
McCardell, Rita 2.84229126360798e-05
Caseli, Helena M. 3.10891321041314e-05
Llido, Paul 1.98712782087118e-05
Kempe, Andre 9.26404888741435e-05
Osman, Liesl 7.13196539279419e-05
Wang, Jinghua 1.98712782087118e-05
Wakita, Yumi 7.58641155494915e-05
Bruneseaux, F. 5.68904047191967e-05
Seco, Nuno 1.98712782087118e-05
Geffet, Maayan 8.63617258069073e-05
Wolf, Florian 9.55007741999899e-05
Banjevic, Stefan 1.98712782087118e-05
Hasan, Maruf 1.98712782087118e-05
He, Wei 1.98712782087118e-05
Homola, Petr 1.98712782087118e-05
Cahn, Janet 2.25306840886095e-05
Vega, Jose 5.19439057462688e-05
Machek, Pavel 2.31891486791049e-05
Li, Yunyao 1.98712782087118e-05
Furuse, Osamu 0.000207091521393219
Christian, Gwen 1.98904791273072e-05
Colineau, Nathalie 1.98712782087118e-05
Karlgren, Hans 9.10409050332407e-05
Monteleoni, Claire 1.98712782087118e-05
Rojas, David 3.00992695844394e-05
Masthoff, Judith 1.98712782087118e-05
Schnelle, Helmut 2.81331304536442e-05
Sprenger, Michael 3.09846812468799e-05
Entwisle, J. 2.29037736801104e-05
Ponzetto, Simone Paolo 6.48227364809039e-05
Zechner, Klaus 0.000265650049109625
Pineda, Luis A. 1.98712782087118e-05
Kudo, Ikuo 0.000140268085153061
Quinn, Kevin M. 3.51221667473238e-05
Thomforde, Emily 5.74297080729194e-05
Montgomery, Jesse 1.98712782087118e-05
Beaulieu, Michelline 2.34360443028931e-05
Karlgren, Jussi 0.000491660388701491
Huang, Yifen 2.46795523933796e-05
Khadivi, Shahram 3.26809553414311e-05
Heift, Trude 1.98712782087118e-05
Rabiega-Wisniewska, Joanna 2.54213110236454e-05
Bateman, John A. 0.000261867853134154
Vilkuna, Maria 1.98712782087118e-05
Zhang, Anne 1.98712782087118e-05
Paulussen, Hans 0.000175085309405913
Consoli, Carlo 1.98712782087118e-05
Herreros, Ivan 1.98712782087118e-05
Ruimy, Nilda 2.41577518606843e-05
Jin, Peng 3.53903892193002e-05
Caldwell, Ted 0.000117198860881095
Ensais, B. Migault 3.55406408091112e-05
Moreau, Erwan 1.98712782087118e-05
Ferret, Olivier 4.19830580174804e-05
Kwong, Oi Yee 4.32286106583715e-05
G√≥rski, Rafa≈Ç L. 1.98712782087118e-05
Jun, He 1.98712782087118e-05
Kustner, Andreas 3.96482767432882e-05
Den, Yasuharu 2.60078322919975e-05
Mazur, Pawel 2.79283494341178e-05
Black, Ezra W. 0.00191204595688836
Marko, Kornel 2.03010833865001e-05
McRoy, Susan W. 0.000364762797614031
Larkin, Samuel 6.24107423969064e-05
Varasai, Patcharee 3.24430796590207e-05
Quint, Julien 2.28966515592011e-05
Szpakowicz, Stanislaw 0.000207598202558156
Mochizuki, Hajime 7.58286816312662e-05
Ren, Feiliang 1.98712782087118e-05
Goldberg, Yoav 2.98890975841155e-05
Orr, Michael 1.98712782087118e-05
Beierle, Christoph 4.32561327621024e-05
Oved, Iris 2.8907592301885e-05
Divoli, Anna 5.33860507431564e-05
Kay, Martin 0.0019075859392201
Singhal, Amit 0.000265248880657799
Yoshinaga, Naoki 1.98712782087118e-05
Dave, M. 1.98712782087118e-05
Karttunen, Lauri 0.00176454853710506
Imai, Takeshi 2.08800492045601e-05
Mulligan, Michael 2.59504611454137e-05
Lane, Ian 1.98712782087118e-05
Herweg, Michael 4.04466053457872e-05
Gallo, Carlos GÛmez 1.98712782087118e-05
Jyh, Paul Wu Horng 2.2665011864336e-05
Devos, M. 2.67940218297552e-05
Bredenkamp, Andrew 2.30238638835469e-05
Biemann, Chris 1.98712782087118e-05
Deutsch, Barbara G. 0.000121682245638236
Penchev, Jordan 2.08867887324872e-05
Milward, David 0.000143591146894784
Garthwaite, Paul H. 1.98712782087118e-05
Ouzounova, Rossitza 2.94177717032475e-05
Burke, Michael 8.83455424487221e-05
Reeker, Larry H. 1.98712782087118e-05
Miyai, Hitoshi 1.98712782087118e-05
Fitzsimons, Brian 3.17550105713606e-05
Katrenko, Sophia 1.98712782087118e-05
Cheng, Xiwen 1.98712782087118e-05
Vogel, S. 1.98712782087118e-05
Mellish, Chris S. 0.00072271234071995
Katz, Graham 0.000120952975128233
El Ghali, Adil 1.98712782087118e-05
Farreres, Xavier 5.03219477804516e-05
Matveeva, Irina 3.89660263664808e-05
Witkam, Toon 4.11478945613829e-05
Vauthey, Barbara 5.92401498904137e-05
Solak, Aysin 3.15895823484916e-05
Ma, Wei-Ying 1.98712782087118e-05
Vechtomova, Olga 1.98712782087118e-05
Turchi, Marco 1.98712782087118e-05
Beale, Stephen 0.000104668152938689
Jan√≠ƒçek, Miroslav 1.98712782087118e-05
Moens, Marc 0.00126795721306794
Joan, Anna 1.98712782087118e-05
Pon-Barry, Heather 6.40620531446821e-05
Steves, Michelle 1.98712782087118e-05
Finch, Steven 0.00021464370481889
Fung, Kin Wah 2.05697116226179e-05
Zhao, Yingze 1.98712782087118e-05
Flowers, Margot 3.34964696408539e-05
Wang, Haifeng 2.61572464112667e-05
Takeichi, Nobuyuki 3.64418676182579e-05
Levy, Leon S. 3.92813797985586e-05
Meisel, William S. 3.24639777458821e-05
Forner, Pamela 5.10008076490403e-05
Matsuo, Mamoru 1.98712782087118e-05
Gˆtze, Michael 1.98712782087118e-05
Marcotte, Edward 3.91036402640124e-05
Perrault, Francois 6.19317266110461e-05
Hajiƒç, Jan 1.98712782087118e-05
Rizov, Borislav 1.98712782087118e-05
Vanderwende, Lucy 0.000319594985150453
Saluveer, Madis 2.09835175453369e-05
Lager, Torbjorn 6.33594337725729e-05
Frishkoff, Gwen 3.77773947374798e-05
Abu-Salem, Hani 1.98712782087118e-05
Lee, Chin-Hui 0.000263471260256282
Blanco, Eduardo 1.98712782087118e-05
Salton, Gerard 0.000149382687567866
Ellsworth, Michael 3.84993747151949e-05
Mareuil, Philippe Boula de 1.98712782087118e-05
Shareef, Safiullah 4.39802559955914e-05
Rosso, Paolo 2.46873440148797e-05
Hong, Tao 2.32237585954609e-05
Mandalia, Hemang 1.98712782087118e-05
Licuanan, Ana 2.50938637297576e-05
Maruyama, Ichiro 1.98712782087118e-05
Nishino, Fumihito 1.98712782087118e-05
Pitz, Michael 1.98712782087118e-05
Sarkar, Sandipan 1.98712782087118e-05
Aboutajdine, Driss 1.98712782087118e-05
Giguet, Emmanuel 2.72243099949484e-05
Nagao, Makoto 0.00160633583300732
Maeda, Akira 1.98712782087118e-05
Ke, Jinyun 2.34668909982304e-05
Kopotev, Mikhail 1.98712782087118e-05
Filipenko, Marina V. 1.98712782087118e-05
Hiyoshi, Mayumi 2.80818216931213e-05
Jansche, Martin 4.79311355091391e-05
Buchmann, Beat 3.62783413142979e-05
TUFIS, Dan 1.98712782087118e-05
Buo, Finn Dag 1.98712782087118e-05
Courtin, Jacques 4.05164139063235e-05
Neuhaus, Peter 8.51064223875266e-05
Sarma, Vaijayanthi 1.98712782087118e-05
Mitamura, K. 0.000102677618526479
Suzuki, Daisuke 1.98712782087118e-05
Guyomard, Marc 1.98712782087118e-05
Ferreres, Javi 1.98712782087118e-05
Sarkar, Sudeshna 2.74044118949215e-05
Li, Cong 0.000113705076016331
Schatzmann, Jost 0.000101511246465145
Volosen, Ionut 3.05329640166802e-05
Levelt, Willem J. M. 1.98904791273072e-05
Daelemans, Walter 0.000933875146644089
Mel'cuk, Igor A. 0.000208423082399577
Ng, Hong-I 1.98712782087118e-05
KAMEI, Shin-ichiro 1.98712782087118e-05
Prasad, Rashmi 0.000152421064944152
ƒêinh, Quang Th·∫Øng 1.98712782087118e-05
Jeong, Minwoo 1.98712782087118e-05
Schmidt, Paul 0.000137305948775884
Mathieu, Yvette 4.61551100650275e-05
Katz, Slava M. 6.33672332335653e-05
Manning, Christopher D. 0.0018470003264922
Basu, Anupam 3.00052295302703e-05
Neveol, Aurelie 2.14633121506684e-05
Neri, Federico 1.98712782087118e-05
Wang, Haila 3.99986249166062e-05
Vesela, Katerina 2.3494634076346e-05
Millies, Sebastian 1.98712782087118e-05
Kuruoz, Ilker 6.96015932013175e-05
Kaja, Jaan 4.17100046096193e-05
Carbonetto, Peter 2.24324324365149e-05
Newbold, Neil 1.98712782087118e-05
Guo, Yikun 3.2731185711533e-05
De Meulder, Fien 0.000325684249682268
Xu, Peng 0.000296919745059656
Hofmann, Thomas R. 4.43513051010946e-05
Mador-Haim, Sela 1.98712782087118e-05
Jadhav, Apurva 2.46988181036197e-05
Iwanska, Lucja M. 0.00031327160814216
Shimada, Mitsunobu 2.37542526617892e-05
Saric, Zoran 4.6487589838877e-05
Hajic, Jan 0.000865275722343173
Boettner, Carolyn 1.98712782087118e-05
Turpin, Andrew 2.19861153049451e-05
Chinchor, Nancy A. 0.00084242687717847
Mazzini, Giampaolo 2.91270422755783e-05
Smith, Raoul N. 0.00018294457084486
Roth, Michal 0.000101001614245695
Pignataro, Vincenza 1.98712782087118e-05
Haas, Janet 1.98712782087118e-05
Li, Ping 1.98712782087118e-05
Allgayer, Jurgen 6.27098507657947e-05
Sebastiani, Fabrizio 3.87693731599601e-05
Ratinov, Lev-Arie 1.98712782087118e-05
Beamer, Brandon 2.7571864521949e-05
Hughes, John 3.04578208910632e-05
Singh, Push 1.98712782087118e-05
Litvak, S. 1.98712782087118e-05
Dienes, Peter 0.000143934406761097
Mille, Simon 1.98712782087118e-05
Kinjo, Yumiko 3.49374231658731e-05
Chen, Feng-Yi 2.35993688298546e-05
Byrd, Roy J. 0.00104496848703328
Tissen, Anne 4.15455017506142e-05
Eck, Karen 3.36819736524184e-05
Gobeill, Julien 2.40618786921481e-05
Getoor, Lise 2.91987548752329e-05
Simard, Michel 0.000251956702912482
Roventini, Adriana 3.39157842527866e-05
Zapirain, BeÒat 1.98712782087118e-05
Williams, Jason 2.18985213649126e-05
≈Åazi≈Ñski, Marek 1.98712782087118e-05
Ion, Radu 5.08409295001449e-05
Civera, Jorge 3.89736694828396e-05
Etchegoyhen, Thierry 2.65118036236609e-05
Wang, Arthur 1.98712782087118e-05
Tseng, Huihsin 0.000140920507709083
Sowa, John F. 3.6402016920244e-05
Foster, Mary Ellen 7.84394015399589e-05
Vicente-Diez, Maria Teresa 1.98712782087118e-05
Machi, Filip 2.07160722649376e-05
Hall, Keith B. 0.000180742785120496
Kloosterman, Geert 1.98712782087118e-05
Fujita, Yoneharu 5.13315332741789e-05
Glavitsch, Ulrike 0.000234715400315862
Park, Seong-Bae 4.32559810819472e-05
Blaheta, Don 0.000264239283978656
Novak, Vaclav 4.86916466632096e-05
Petkevic, Vladimir 9.0082527952897e-05
Decadt, Bart 8.84907395989975e-05
Christensen, Lee 5.21184307351171e-05
Shen, Dan 0.000129761720633901
Shin, Saim 1.98712782087118e-05
Brown, Michael K. 0.000166620488322595
Peter, McClanahan 1.98712782087118e-05
Zaenen, Annie 0.000763464598727931
Klippel, Alex 1.98712782087118e-05
Han, Na-Rae 8.61136015899378e-05
Kim, Donghyun 1.98712782087118e-05
Baumann, Stefan 3.92067318012509e-05
Tur, Gokhan 0.000171002385071856
Archer, Dawn 4.40291030798136e-05
Stolle, Reinhard 8.62469561094337e-05
Theron, Pieter 5.33776614616617e-05
Deas, H. 3.60863973175491e-05
Bel, N˙ria 1.98712782087118e-05
Song, Dong 1.98712782087118e-05
Langlais, Philippe 0.000184787562746262
Clemente Litran, Jose Carlos 2.21138766771035e-05
Adolphs, Peter 1.98712782087118e-05
Gomez-Hidalgo, Jose Maria 2.43790698866124e-05
Wilson, Theresa 0.000333659944652544
Zhao, Hai 3.85906044981516e-05
Somasundaran, Swapna 5.01257494915331e-05
Rudnicky, A. 0.000421377992572939
Backofen, Rolf 0.000141927429884668
Rushall, David A. 2.40507180951735e-05
Sutton, Stephen 6.72560944573113e-05
Supnithi, Thepchai 6.39989334688479e-05
